기관명,자치구,주소원문,주소정제,latitude,longitude,matched_address,주소재시도
홍은종합사회복지관,서대문구,서울특별시 서대문구 세검정로1길 116 (홍은동),서울특별시 서대문구 세검정로1길 116,37.59539413,126.946431,서울 서대문구 세검정로1길 116,서울특별시 서대문구 세검정로1길 116
화곡노인복지센터,강서구,"서울특별시 강서구화곡동 월정로30길  								96호 3층",서울특별시 강서구 월정로30길,37.53485466,126.8390685,서울 강서구 월정로30길,서울특별시 강서구 월정로30길
화원종합사회복지관,구로구,서울특별시 구로구 벚꽃로 484 3층 사무실,서울특별시 구로구 벚꽃로 484,37.49733165,126.8801354,서울 구로구 벚꽃로 484,서울특별시 구로구 벚꽃로 484
효창종합사회복지관,용산구,"서울특별시 용산구 효창동 효창원로 146-12 								효창종합사회복지관",서울특별시 용산구 효창원로 146-12,37.54114364,126.9631011,서울 용산구 효창원로 146-12,서울특별시 용산구 효창원로 146-12
휴 사회적협동조합,강남구,"서울특별시 강남구 강남대로 320 (역삼동) 								5층 엘에스 01호",서울특별시 강남구 강남대로 320,37.49185331,127.0310482,서울 강남구 강남대로 320,서울특별시 강남구 강남대로 320
흑석종합사회복지관,동작구,"서울특별시 동작구본동 노량진로32길  								79",서울특별시 동작구 노량진로32길,37.5104381,126.9561996,서울 동작구 노량진로32길,서울특별시 동작구 노량진로32길
서울강남시니어클럽,강남구,"서울특별시 강남구 학동로43길 17, 2.4층 (논현동, 논현2문화센터)",서울특별시 강남구 학동로43길 17,37.51728313,127.0372042,서울 강남구 학동로43길 17,서울특별시 강남구 학동로43길 17
사회복지법인 영산,강남구,"서울특별시 강남구 봉은사로68길 39-3, 3층 (삼성동, 봉전경로당)",서울특별시 강남구 봉은사로68길 39-3,37.50986214,127.0519007,서울 강남구 봉은사로68길 39-3,서울특별시 강남구 봉은사로68길 39-3
중랑시니어클럽,중랑구,"서울특별시 중랑구 동일로154길 38, 4-5층 (묵동, 화랑마을 시니어센터)",서울특별시 중랑구 동일로154길 38,37.60903707,127.0803186,서울 중랑구 동일로154길 38,서울특별시 중랑구 동일로154길 38
서울중구시니어클럽,중구,서울특별시 중구 퇴계로80길 52 (신당동),서울특별시 중구 퇴계로80길 52,37.5632161,127.0173196,서울 중구 퇴계로80길 52,서울특별시 중구 퇴계로80길 52
강북시니어클럽,강북구,"서울특별시 강북구 오현로9길 49, B1층 (미아동)",서울특별시 강북구 오현로9길 49,37.61874314,127.033378,서울 강북구 오현로9길 49,서울특별시 강북구 오현로9길 49
관악시니어클럽,관악구,서울특별시 관악구 남부순환로247다길 60 (봉천동),서울특별시 관악구 남부순환로247다길 60,37.4786665,126.9641329,서울 관악구 남부순환로247다길 60,서울특별시 관악구 남부순환로247다길 60
도봉시니어클럽,도봉구,"서울특별시 도봉구 노해로 383, 5층 (창동, KB국민은행창동종합금융센터)",서울특별시 도봉구 노해로 383,37.65258382,127.0507311,서울 도봉구 노해로 383,서울특별시 도봉구 노해로 383
송파시니어클럽,송파구,"서울특별시 송파구 백제고분로42길 5 (송파동, 4층)",서울특별시 송파구 백제고분로42길 5,37.5059055,127.1097882,서울 송파구 백제고분로42길 5,서울특별시 송파구 백제고분로42길 5
강동시니어클럽,강동구,서울특별시 강동구 구천면로24길 20-12 (천호동),서울특별시 강동구 구천면로24길 20-12,37.54011524,127.1253105,서울 강동구 구천면로24길 20-12,서울특별시 강동구 구천면로24길 20-12
영등포시니어클럽,영등포구,서울특별시 영등포구 영중로 리마크빌 영등포 C 동 1 층 109 호,서울특별시 영등포구 영중로 119,37.5267661,126.9052311,서울 영등포구 영중로 119,서울특별시 영등포구 영중로 119
성북시니어클럽,성북구,서울특별시 성북구 안암동5가 104번지 148호,서울특별시 성북구 안암로 79,37.58342042,127.0297324,서울 성북구 안암로 79,서울특별시 성북구 안암로 79
서대문시니어클럽,서대문구,"서울특별시 서대문구 연희로 26, 1,3층 (창천동, 동방사회복지회본관)",서울특별시 서대문구 연희로 26,37.56099761,126.9271062,서울 서대문구 연희로 26,서울특별시 서대문구 연희로 26
양천시니어클럽,양천구,"서울특별시 양천구 목동동로 81, 3층 (신정동)",서울특별시 양천구 목동동로 81,37.51597606,126.8638545,서울 양천구 목동동로 81,서울특별시 양천구 목동동로 81
광진시니어클럽,광진구,서울특별시 광진구 자양번영로7길 16-9 (자양동),서울특별시 광진구 자양번영로7길 16-9,37.53625027,127.0754334,서울 광진구 자양번영로7길 16-9,서울특별시 광진구 자양번영로7길 16-9
금천시니어클럽,금천구,서울특별시 금천구 시흥대로 금천리메인시티 501 호,서울특별시 금천구 시흥대로 224,37.45393842,126.9013962,서울 금천구 시흥대로 224,서울특별시 금천구 시흥대로 224
강서시니어클럽,강서구,서울특별시 강서구 방화동 567번지 35호 방신시장고객지원센터 4층,서울특별시 강서구 방화동로 124-1,37.57155396,126.8122154,서울 강서구 방화동로 124-1,서울특별시 강서구 방화동로 124-1
동대문시니어클럽,동대문구,"서울특별시 동대문구 무학로 89, 3층 (용두동, 3층 )",서울특별시 동대문구 무학로 89,37.57229012,127.0299169,서울 동대문구 무학로 89,서울특별시 동대문구 무학로 89
구로시니어클럽,구로구,"서울특별시 구로구 경인로20가길 38, 3층 (오류동)",서울특별시 구로구 경인로20가길 38,37.49535812,126.8460358,서울 구로구 경인로20가길 38,서울특별시 구로구 경인로20가길 38
종로시니어클럽,종로구,서울특별시 종로구 숭인동 546번지 2층,서울특별시 종로구 숭인동2길 28,37.57829686,127.0202476,서울 종로구 숭인동2길 28,서울특별시 종로구 숭인동2길 28
은평시니어클럽,은평구,"서울특별시 은평구 증산로23길 7, 1~3층 (신사동)",서울특별시 은평구 증산로23길 7,37.59723705,126.9143992,서울 은평구 증산로23길 7,서울특별시 은평구 증산로23길 7
마포시니어클럽,마포구,서울특별시 마포구 동교로8길 58 (합정동),서울특별시 마포구 동교로8길 58,37.54944693,126.9057451,서울 마포구 동교로8길 58,서울특별시 마포구 동교로8길 58
대한노인회 서울 강서구지회,강서구,서울특별시 강서구 우장산로 24-7 (내발산동),서울특별시 강서구 우장산로 24-7,37.53198298,126.8440323,서울특별시 강서구 우장산로 24-7,서울특별시 강서구 우장산로 24-7
